beer1,beer1freq,beer2,beer2freq,beer3,beer3freq,beer4,beer4freq,beer5,beer5freq
decid beer,4.0,beer gave,4.0,beer taco,6.0,beer time,11.0,coldest beer,12
husband beer,4.0,beer enjoy,4.0,name beer,6.0,beer sit,11.0,strawberri beer,12
even beer,4.0,hubbi beer,4.0,giant beer,6.0,mexican beer,11.0,three beer,12
beer kid,4.0,beer high,4.0,delici beer,6.0,beer less,11.0,belgian beer,12
beer ever,4.0,beer tab,4.0,peopl beer,6.0,meal beer,10.0,beer wonder,12
old beer,4.0,beer least,4.0,beer snack,6.0,beer yes,10.0,beer breweri,12
beer bit,4.0,basic beer,4.0,creek beer,6.0,buck beer,10.0,pour beer,12
terribl beer,4.0,beer small,4.0,amount beer,6.0,beer take,10.0,fan beer,12
beer cheap,4.0,beer budget,4.0,beer sport,6.0,beer first,10.0,look beer,12
awesom beer,4.0,beer choos,4.0,beer thing,6.0,bite beer,10.0,plus beer,12
beer dollar,4.0,beer never,4.0,beer plenti,6.0,beer las,10.0,round beer,12
without beer,4.0,micro beer,4.0,beer someth,6.0,has beer,10.0,beer especi,12
name beer,4.0,mexican beer,4.0,option beer,6.0,beer live,10.0,visit beer,12
side beer,4.0,meh beer,4.0,beer surpris,6.0,husband beer,10.0,say beer,12
beer notic,3.0,short beer,4.0,atmospher beer,6.0,beer give,10.0,decid beer,12
part beer,3.0,beer unfortun,4.0,beer first,6.0,beer huge,10.0,beer first,12
coke beer,3.0,around beer,4.0,full beer,6.0,grapefruit beer,10.0,need beer,12
beer hot,3.0,special beer,4.0,top beer,6.0,beer hard,10.0,liquor beer,12
beer tabl,3.0,beer second,4.0,notaddfood beer,6.0,beer hot,10.0,steak beer,12
beer keep,3.0,beer pm,4.0,nickel beer,6.0,season beer,10.0,second beer,12
beer boyfriend,3.0,extens beer,4.0,beer experi,6.0,beer someth,10.0,especi beer,12
beer vega,3.0,beer day,4.0,beer big,6.0,area beer,10.0,beer challeng,12
beer elsewher,3.0,kind beer,4.0,think beer,6.0,beer game,10.0,beer littl,11
beer assum,3.0,notaddfood beer,4.0,beer alcohol,6.0,beer bong,10.0,beer eat,11
beer taco,3.0,beer option,4.0,call beer,6.0,made beer,10.0,sip beer,11
mold beer,3.0,sip beer,4.0,tasti beer,6.0,standard beer,10.0,option beer,11
beer unprofession,3.0,noth beer,4.0,say beer,6.0,lunch beer,10.0,island beer,11
hookah beer,3.0,qualiti beer,4.0,beer share,6.0,snack beer,10.0,oh beer,11
beer care,3.0,check beer,4.0,alcohol beer,6.0,beer small,10.0,beer hard,11
beer pay,3.0,beer super,4.0,need beer,6.0,beer light,10.0,beer next,11
beer goe,3.0,beer tower,4.0,review beer,6.0,attent beer,10.0,finish beer,11
also beer,3.0,beer need,4.0,look beer,6.0,beer may,10.0,beer plenti,11
beer less,3.0,amber beer,4.0,beer hous,6.0,beer disappoint,10.0,beer second,11
beer sever,3.0,beer ice,4.0,beer probabl,6.0,beer worth,10.0,beer las,11
beer brew,3.0,beer absolut,4.0,beer right,6.0,nickel beer,10.0,beer keep,11
mayb beer,3.0,beer lover,4.0,sour beer,6.0,green beer,9.0,beer give,11
beer littl,3.0,beer around,3.0,beer decid,6.0,beer world,9.0,beer dinner,11
big beer,3.0,beer bucket,3.0,island beer,6.0,beer walk,9.0,assort beer,11
receiv beer,3.0,cost beer,3.0,mexican beer,6.0,nacho beer,9.0,beer etc,11
beer joint,3.0,beer sampler,3.0,beer might,6.0,beer larg,9.0,sever beer,11
away beer,3.0,beer pbr,3.0,beer ever,6.0,beer knowledg,9.0,beer spot,11
poor beer,3.0,guess beer,3.0,beer restaur,6.0,jenga beer,9.0,lunch beer,11
sit beer,3.0,beer includ,3.0,high beer,6.0,beer everi,9.0,pair beer,11
option beer,3.0,giant beer,3.0,beer specialti,6.0,make beer,9.0,beer chicken,11
rest beer,3.0,hous beer,3.0,beer cheddar,6.0,deal beer,9.0,beer huge,11
beer extra,3.0,singl beer,3.0,beer dollar,6.0,beer plenti,9.0,beer better,11
beer deliv,3.0,beer sign,3.0,beer huge,5.0,uniqu beer,9.0,beer hot,11
beer almost,3.0,beer part,3.0,add beer,5.0,beer almost,9.0,beer uniqu,11
beer mad,3.0,beer terribl,3.0,menu beer,5.0,beer strip,9.0,beer pour,11
sampl beer,3.0,time beer,3.0,ipa beer,5.0,beer thing,9.0,breweri beer,11
server beer,3.0,beer meal,3.0,beer talk,5.0,beer flavor,9.0,beer phenomen,11
well beer,3.0,strip beer,3.0,beer person,5.0,beer help,9.0,yard beer,11
beer lol,3.0,review beer,3.0,limit beer,5.0,beer solid,9.0,beer stay,10
beer terribl,3.0,beer moscow,3.0,beer open,5.0,beer hit,9.0,beer along,10
beer scam,3.0,beer tip,3.0,breweri beer,5.0,limit beer,9.0,beer peopl,10
beer see,3.0,look beer,3.0,beer tasti,5.0,surpris beer,9.0,beer decid,10
use beer,3.0,beer worth,3.0,beer small,5.0,ask beer,9.0,top beer,10
beer seem,3.0,experi beer,3.0,bit beer,5.0,assort beer,9.0,around beer,10
beer quick,3.0,fine beer,3.0,four beer,5.0,beer bit,9.0,beer run,10
hous beer,3.0,notaddservic beer,3.0,bunch beer,5.0,beer pizza,9.0,beer town,10
mention beer,3.0,join beer,3.0,beer see,5.0,expens beer,9.0,town beer,10
spill beer,3.0,beer work,3.0,beer look,5.0,beer fair,9.0,beer way,10
beer pretzel,3.0,beer cup,3.0,beer mean,5.0,beer peopl,9.0,beer although,10
beer deliveri,3.0,beer comp,3.0,visit beer,5.0,beer lunch,9.0,beer husband,10
beer comp,3.0,ran beer,3.0,seat beer,5.0,full beer,9.0,beer connoisseur,10
beer put,3.0,beer offer,3.0,beer found,5.0,beer high,9.0,amount beer,10
need beer,3.0,beer manag,3.0,buy beer,5.0,beer has,9.0,cours beer,10
beer spill,3.0,beer mason,3.0,beer sit,5.0,beer seem,9.0,grapefruit beer,10
beer throw,3.0,beer must,3.0,server beer,5.0,beer especi,9.0,work beer,10
beer mayb,3.0,told beer,3.0,beer later,5.0,beer cost,9.0,beer quit,10
beer full,3.0,beer rather,3.0,salad beer,5.0,tall beer,9.0,number beer,10
actual beer,3.0,plenti beer,3.0,beer has,5.0,work beer,9.0,half beer,10
beer club,3.0,beer bite,3.0,cup beer,5.0,beer hand,9.0,beer festiv,10
beer plan,3.0,beer vodka,3.0,beer rather,5.0,beer expens,9.0,beer must,10
beer mani,3.0,thought beer,3.0,beer although,5.0,pool beer,8.0,beer cool,10
bartend beer,3.0,major beer,3.0,notadd beer,5.0,beer along,8.0,beer geek,10
beer rude,3.0,beer receipt,3.0,least beer,5.0,cool beer,8.0,beer overal,10
beer buck,3.0,beer lot,3.0,beer per,5.0,look beer,8.0,beer notaddth,10
beer nice,3.0,keep beer,3.0,bite beer,5.0,see beer,8.0,watermelon beer,10
beer cool,3.0,beer nacho,3.0,beer sad,5.0,slider beer,8.0,style beer,10
beer tip,3.0,moon beer,3.0,beer local,5.0,beer pub,8.0,thai beer,10
beer sorri,3.0,spent beer,3.0,beer need,5.0,beer normal,8.0,microbrew beer,10
care beer,3.0,beer fresh,3.0,crappi beer,5.0,beer rang,8.0,potato beer,10
beer close,3.0,horribl beer,3.0,beer ipa,5.0,interest beer,8.0,world beer,9
beer mind,3.0,beer thing,3.0,beer start,5.0,incred beer,8.0,beer rotat,9
tell beer,3.0,cheaper beer,3.0,dog beer,5.0,red beer,8.0,beer said,9
beer bring,3.0,beer unless,3.0,amber beer,5.0,much beer,8.0,beer left,9
beer whiskey,3.0,claim beer,3.0,season beer,5.0,beer must,8.0,beer enthusiast,9
beer suck,3.0,bartend beer,3.0,beer arriv,5.0,beer fun,8.0,ever beer,9
stop beer,3.0,realli beer,3.0,cider beer,5.0,beer anoth,8.0,water beer,9
beer waiter,3.0,beer seat,3.0,beer pleas,5.0,beer although,8.0,beer let,9
beer peopl,3.0,beer dollar,3.0,beer impress,5.0,discount beer,8.0,experi beer,9
beer five,3.0,beer spirit,3.0,stout beer,5.0,beer wash,8.0,various beer,9
nickel beer,3.0,beer know,3.0,disappoint beer,5.0,beer set,8.0,beer use,9
beer find,3.0,beer pizza,3.0,beer cours,5.0,beer find,8.0,beer limit,9
beer leav,3.0,meal beer,3.0,lunch beer,5.0,suggest beer,8.0,beer expect,9
tabl beer,3.0,pop beer,3.0,beer favorit,5.0,beer mug,8.0,beer still,9
tast beer,3.0,bad beer,3.0,hundr beer,5.0,add beer,8.0,whiskey beer,9
sinc beer,3.0,waitress beer,3.0,bread beer,5.0,mayb beer,8.0,beer meal,9
beer hard,3.0,drank beer,3.0,cool beer,5.0,rare beer,8.0,beer specialti,9
next beer,3.0,husband beer,3.0,beer tabl,5.0,beer decid,8.0,beer app,9
beer understand,3.0,beer sure,3.0,fine beer,5.0,chill beer,8.0,right beer,9
moon beer,3.0,beer time,3.0,day beer,5.0,reason beer,8.0,beer kind,9
lite beer,3.0,dessert beer,3.0,know beer,5.0,beer end,8.0,beer start,9
beer worst,3.0,beer miller,3.0,particular beer,5.0,beer tabl,8.0,beer much,9
beer flag,3.0,beer impress,3.0,empti beer,5.0,beer told,8.0,irish beer,9
beer run,3.0,decid beer,3.0,even beer,5.0,beer howev,8.0,beer base,9
beer tab,3.0,beer aw,3.0,area beer,5.0,went beer,8.0,strong beer,9
fine beer,3.0,beer red,3.0,music beer,5.0,beer notaddbad,8.0,full beer,9
top beer,3.0,offer beer,3.0,rootbeer float,5.0,beer run,8.0,interest beer,9
check beer,3.0,best beer,3.0,refil beer,5.0,chip beer,8.0,bartend beer,9
shit beer,3.0,wish beer,3.0,fruit beer,5.0,amber beer,8.0,beer actual,9
case beer,3.0,min beer,3.0,beer connoisseur,5.0,beer tower,8.0,beer banger,9
night beer,3.0,brand beer,3.0,littl beer,5.0,part beer,8.0,beer everyon,9
beer meal,3.0,beer feel,3.0,beer club,5.0,beer new,8.0,beer thought,9
start beer,3.0,delici beer,3.0,beer let,4.0,beer salad,8.0,beer end,9
beer overpr,3.0,beer girl,3.0,much beer,4.0,ok beer,8.0,beerhaus brat,9
less beer,3.0,beer fantast,3.0,beer pitcher,4.0,chees beer,8.0,though beer,9
sever beer,3.0,beer goggl,3.0,beer girl,4.0,beer irish,8.0,rare beer,8
impress beer,3.0,beer hous,3.0,beer tip,4.0,beer notaddth,8.0,beer cost,8
flight beer,3.0,per beer,3.0,water beer,4.0,beer usual,8.0,beer pm,8
beer qualiti,3.0,sinc beer,3.0,comp beer,4.0,potato beer,8.0,tall beer,8
list beer,3.0,beer someth,3.0,kind beer,4.0,finish beer,8.0,array beer,8
new beer,3.0,beer notaddfood,3.0,beer case,4.0,fresh beer,8.0,area beer,8
say beer,3.0,need beer,3.0,beer notaddgood,4.0,stout beer,8.0,said beer,8
beer regular,3.0,beer appar,3.0,sampler beer,4.0,say beer,8.0,husband beer,8
beer avail,3.0,poor beer,3.0,beer pizza,4.0,rotat beer,8.0,buck beer,8
log beer,3.0,casino beer,3.0,big beer,4.0,beer pair,8.0,beer sinc,8
simpl beer,3.0,beer walk,3.0,beer app,4.0,outdoor beer,8.0,beer half,8
beer lunch,3.0,beer kinda,3.0,pricey beer,4.0,strawberri beer,8.0,beer us,8
ipa beer,3.0,beer sever,3.0,mayb beer,4.0,knew beer,8.0,beer someth,8
beer hour,3.0,sit beer,3.0,beer notaddgreat,4.0,beer top,8.0,found beer,8
look beer,3.0,beer probabl,3.0,outsid beer,4.0,banana beer,8.0,beer differ,8
notaddfood beer,3.0,huge beer,3.0,blond beer,4.0,beer finish,8.0,beer dollar,8
point beer,3.0,know beer,3.0,beer gave,4.0,beer footbal,8.0,beer deal,8
favorit beer,3.0,avail beer,3.0,beer craft,4.0,beer steak,8.0,dish beer,8
beer guy,3.0,request beer,3.0,beer finish,4.0,beer rootbeer,8.0,expect beer,8
prefer beer,3.0,cancel beer,3.0,minut beer,4.0,beer know,7.0,beer brought,8
beer limit,3.0,beer bare,3.0,beer carri,4.0,certain beer,7.0,point beer,8
budweis beer,3.0,beer snob,3.0,husband beer,4.0,app beer,7.0,drank beer,8
beer last,3.0,beer somewher,3.0,coke beer,4.0,beer sure,7.0,pick beer,8
standard beer,2.0,tast beer,3.0,hang beer,4.0,beer kind,7.0,show beer,8
beer work,2.0,excel beer,3.0,beer tab,4.0,beer fish,7.0,beer style,8
beer lost,2.0,would beer,3.0,beer main,4.0,beer call,7.0,think beer,8
experi beer,2.0,beer anyway,3.0,specialti beer,4.0,board beer,7.0,spot beer,8
pick beer,2.0,style beer,3.0,beer vendor,4.0,choos beer,7.0,beer chang,8
extra beer,2.0,beer finish,3.0,beer stay,4.0,along beer,7.0,beer lol,8
beer frustrat,2.0,beer yes,3.0,bring beer,4.0,beer rotat,7.0,beer waitress,8
larg beer,2.0,irish beer,3.0,beer mustard,4.0,beer connoisseur,7.0,rib beer,8
beer pm,2.0,beer total,3.0,beer may,4.0,sour beer,7.0,fill beer,8
chef beer,2.0,beer fridg,3.0,beer solid,4.0,beer seen,7.0,beer person,8
ran beer,2.0,beer request,3.0,beer star,4.0,beer varieti,7.0,beer oyster,8
lunch beer,2.0,pub beer,3.0,beer say,4.0,beer atmospher,7.0,beer quick,8
switch beer,2.0,beer cool,3.0,beer point,4.0,beer pricey,7.0,beer sweet,8
beer favor,2.0,beer definit,3.0,beer us,4.0,beer lol,7.0,beer brais,8
sat beer,2.0,though beer,3.0,note beer,4.0,beer etc,7.0,beer relax,8
small beer,2.0,beer snack,3.0,per beer,4.0,beer sat,7.0,beer ok,8
beer fast,2.0,solid beer,3.0,told beer,4.0,around beer,7.0,raspberri beer,8
soup beer,2.0,knowledg beer,3.0,sell beer,4.0,mean beer,7.0,cider beer,8
none beer,2.0,beer see,3.0,restaur beer,4.0,head beer,7.0,stout beer,8
beer salad,2.0,ton beer,3.0,beer peopl,4.0,least beer,7.0,beer chose,8
damn beer,2.0,beer constant,3.0,mediocr beer,4.0,beer without,7.0,beer pub,8
soda beer,2.0,beer chose,3.0,lol beer,4.0,beer chose,7.0,beerhaus park,8
think beer,2.0,settl beer,3.0,beer locat,4.0,beer let,7.0,beer help,7
beer simpli,2.0,beer coor,3.0,return beer,4.0,beer anyway,7.0,beer last,7
beer stand,2.0,beer love,3.0,beer wish,4.0,expect beer,7.0,deal beer,7
groupon beer,2.0,beer note,3.0,along beer,4.0,mix beer,7.0,custom beer,7
beer notaddment,2.0,everi beer,3.0,has beer,4.0,beer stay,7.0,beer larg,7
gave beer,2.0,beer decent,3.0,beer alright,4.0,three beer,7.0,staff beer,7
beer lukewarm,2.0,greasi beer,3.0,share beer,4.0,beer way,7.0,much beer,7
ass beer,2.0,beer joint,3.0,beer state,4.0,beer fest,7.0,beer incred,7
potato beer,2.0,amaz beer,3.0,beer pub,4.0,beer guy,7.0,beer soda,7
beer hilari,2.0,eat beer,3.0,slice beer,4.0,wash beer,7.0,along beer,7
beer along,2.0,top beer,3.0,sever beer,4.0,beer work,7.0,soda beer,7
head beer,2.0,beer cheddar,3.0,beer without,4.0,beer husband,7.0,beer chip,7
beer impress,2.0,beer cours,2.0,beer yelp,4.0,beer found,7.0,fine beer,7
ugh beer,2.0,print beer,2.0,sip beer,4.0,beer satisfi,7.0,beer surpris,7
beer fridg,2.0,jar beer,2.0,soda beer,4.0,beer enthusiast,7.0,beer probabl,7
beer stack,2.0,beer tax,2.0,beer boot,4.0,beer type,7.0,app beer,7
beer patron,2.0,beer btw,2.0,beer averag,4.0,ale beer,7.0,beer nerd,7
beer vodka,2.0,beer found,2.0,style beer,4.0,beer bucket,7.0,dog beer,7
hh beer,2.0,sure beer,2.0,person beer,4.0,beer mayb,7.0,notaddfood beer,7
beer pint,2.0,wife beer,2.0,switch beer,4.0,beer spot,7.0,beer varieti,7
beer definit,2.0,beer point,2.0,notaddthat beer,4.0,beer side,7.0,beer wo,7
guy beer,2.0,sad beer,2.0,beer varieti,4.0,soup beer,7.0,beer fest,7
beer notaddthat,2.0,nd beer,2.0,cost beer,4.0,oh beer,7.0,take beer,7
beer st,2.0,reason beer,2.0,beer jack,4.0,quick beer,7.0,beer tip,7
beer sampl,2.0,beer given,2.0,beer sampl,4.0,restaur beer,7.0,cup beer,7
ring beer,2.0,guy beer,2.0,point beer,4.0,visit beer,7.0,star beer,7
beer lodg,2.0,beer apolog,2.0,beer long,4.0,pay beer,7.0,bring beer,7
beer proceed,2.0,beer busi,2.0,lack beer,4.0,beer said,7.0,beer pleas,7
pack beer,2.0,beer app,2.0,beer three,4.0,beer wife,7.0,eat beer,7
beer home,2.0,sort beer,2.0,quit beer,4.0,day beer,7.0,taster beer,7
beer pair,2.0,tab beer,2.0,beer whiskey,4.0,waitress beer,6.0,beer refresh,7
beer chat,2.0,beer hot,2.0,beer minut,4.0,notaddfood beer,6.0,beer long,7
drool beer,2.0,late beer,2.0,beer festiv,4.0,beer wall,6.0,yummi beer,7
beer card,2.0,entir beer,2.0,beer suppos,4.0,beer pleasant,6.0,addit beer,7
regard beer,2.0,cheapest beer,2.0,beer geek,4.0,beer slider,6.0,beer tequila,7
complaint beer,2.0,total beer,2.0,outdoor beer,4.0,sport beer,6.0,soju beer,7
beer ate,2.0,beer menus,2.0,solid beer,4.0,beer app,6.0,restaur beer,7
mani beer,2.0,replac beer,2.0,beer pm,4.0,afternoon beer,6.0,person beer,7
cider beer,2.0,went beer,2.0,beer crazi,4.0,beer drank,6.0,beer real,7
beer hope,2.0,gambl beer,2.0,beer regular,4.0,japanes beer,6.0,beer sunday,7
beer arriv,2.0,plate beer,2.0,beer cider,4.0,beer exact,6.0,base beer,7
beer never,2.0,beer sit,2.0,beer stop,4.0,beer bbq,6.0,beer sport,7
beer respond,2.0,flavor beer,2.0,watch beer,4.0,yummi beer,6.0,beer flow,7
beer bite,2.0,valu beer,2.0,beer overpr,4.0,beer bill,6.0,beer ton,7
beer either,2.0,return beer,2.0,offer beer,4.0,beer kept,6.0,day beer,7
beer nowher,2.0,clue beer,2.0,pay beer,4.0,group beer,6.0,beer wish,7
row beer,2.0,take beer,2.0,rest beer,4.0,howev beer,6.0,blond beer,7
beer figur,2.0,beer carri,2.0,interest beer,4.0,top beer,6.0,amber beer,7
beer around,2.0,beer ouch,2.0,beer left,4.0,bit beer,6.0,beer live,7
horribl beer,2.0,chip beer,2.0,challeng beer,4.0,beer rest,6.0,chill beer,7
beer ea,2.0,recommend beer,2.0,beer extens,4.0,beer listen,6.0,beer chocol,7
okay beer,2.0,regular beer,2.0,pub beer,4.0,beer share,6.0,bacon beer,7
box beer,2.0,beer dinner,2.0,beer less,4.0,cup beer,6.0,beer empti,7
irish beer,2.0,beer ipa,2.0,beer chose,4.0,cent beer,6.0,fun beer,7
beer girlfriend,2.0,refil beer,2.0,beer husband,4.0,beer note,6.0,beer chill,7
beer refil,2.0,cash beer,2.0,reason beer,4.0,beer yummi,6.0,beer coffe,7
regular beer,2.0,beer music,2.0,beer chug,4.0,compliment beer,6.0,exot beer,7
beer talk,2.0,beer help,2.0,beerhaus brat,4.0,beer total,6.0,belgium beer,7
beer bud,2.0,near beer,2.0,beer strip,4.0,disappoint beer,6.0,beer cooler,7
note beer,2.0,interest beer,2.0,mean beer,4.0,boyfriend beer,6.0,beer scene,7
mug beer,2.0,beer spill,2.0,beer especi,4.0,beer locat,6.0,beer el,7
ur beer,2.0,hard beer,2.0,busi beer,3.0,water beer,6.0,pm beer,7
lol beer,2.0,beer chicken,2.0,feel beer,3.0,beer sake,6.0,guest beer,7
beer local,2.0,beer local,2.0,brought beer,3.0,beer soju,6.0,banger beer,7
beer accept,2.0,beer liquor,2.0,japanes beer,3.0,beer far,6.0,beer sit,7
beer total,2.0,liquor beer,2.0,beer game,3.0,beer sweet,6.0,board beer,7
beer pricey,2.0,beer clear,2.0,plate beer,3.0,coffe beer,6.0,beer citi,7
averag beer,2.0,finger beer,2.0,beer wall,3.0,peopl beer,6.0,attent beer,7
beer budweis,2.0,especi beer,2.0,beer continu,3.0,cover beer,6.0,beer knew,7
see beer,2.0,beer import,2.0,beer wife,3.0,keep beer,6.0,disappoint beer,7
money beer,2.0,push beer,2.0,beer bare,3.0,find beer,6.0,bit beer,7
crappi beer,2.0,beer insid,2.0,app beer,3.0,beer ale,6.0,beer club,7
beer whatev,2.0,beer crowd,2.0,except beer,3.0,beer dollar,6.0,beer store,6
bite beer,2.0,anyway beer,2.0,beer obvious,3.0,bring beer,6.0,massiv beer,6
beer ladi,2.0,instead beer,2.0,open beer,3.0,tan beer,6.0,beer instead,6
batter beer,2.0,beer overpr,2.0,beer awesom,3.0,beer waitress,6.0,explain beer,6
beer heck,2.0,beer blue,2.0,beer appar,3.0,regular beer,6.0,beer tabl,6
beer bloodi,2.0,beer bust,2.0,item beer,3.0,milkshak beer,6.0,beer water,6
beer lame,2.0,beer end,2.0,beer request,3.0,watch beer,6.0,hang beer,6
draught beer,2.0,beer quick,2.0,hookah beer,3.0,fill beer,6.0,beer qualiti,6
brand beer,2.0,korean beer,2.0,featur beer,3.0,said beer,6.0,beer soft,6
beer fill,2.0,pie beer,2.0,foreign beer,3.0,beer qualiti,6.0,beer question,6
beer treat,2.0,beer strip,2.0,beer live,3.0,town beer,6.0,organ beer,6
beer eat,2.0,beer show,2.0,beer piec,3.0,beer expect,6.0,walk beer,6
base beer,2.0,beer lemon,2.0,either beer,3.0,beer music,6.0,japanes beer,6
dirti beer,2.0,pizza beer,2.0,perfect beer,3.0,beer differ,6.0,real beer,6
beer advertis,2.0,tea beer,2.0,beer final,3.0,world beer,6.0,beer kept,6
drop beer,2.0,keg beer,2.0,pong beer,3.0,style beer,6.0,notch beer,6
joke beer,2.0,beer new,2.0,beer buffalo,3.0,outstand beer,6.0,beer red,6
stella beer,2.0,beer grab,2.0,bought beer,3.0,beer use,6.0,beer might,6
beer enjoy,2.0,sour beer,2.0,taster beer,3.0,beer kinda,6.0,beer bong,6
beer tuesday,2.0,yes beer,2.0,beer guess,3.0,beer nerd,6.0,mug beer,6
beer shove,2.0,beer front,2.0,beer seat,3.0,beer obvious,6.0,peopl beer,6
clue beer,2.0,group beer,2.0,beer micro,3.0,beer dark,6.0,beer bad,6
beer entre,2.0,start beer,2.0,beer stella,3.0,footbal beer,6.0,german beer,6
call beer,2.0,beer saw,2.0,nacho beer,3.0,dog beer,6.0,beer without,6
rid beer,2.0,beer felt,2.0,beer video,3.0,cream beer,6.0,beer normal,6
elig beer,2.0,beer us,2.0,beer notaddth,3.0,opt beer,6.0,beer sell,6
chang beer,2.0,champagn beer,2.0,hite beer,3.0,sinc beer,6.0,beer karaok,6
beer clear,2.0,beer vibe,2.0,forgot beer,3.0,feel beer,6.0,beer sat,6
singl beer,2.0,bunch beer,2.0,fact beer,3.0,pick beer,6.0,way beer,6
pizza beer,2.0,beer turn,2.0,beer parti,3.0,non beer,6.0,beer wall,6
beer upon,2.0,rock beer,2.0,beer booz,3.0,locat beer,6.0,carri beer,6
beer mug,2.0,crappi beer,2.0,frequent beer,3.0,beer clean,6.0,crab beer,6
along beer,2.0,beer karaok,2.0,soup beer,3.0,collect beer,6.0,beer outstand,6
slider beer,2.0,machin beer,2.0,basic beer,3.0,beer impress,6.0,beer blue,6
sandwich beer,2.0,beer either,2.0,beer bet,3.0,beer noth,6.0,beer note,6
includ beer,2.0,beer reason,2.0,st beer,3.0,beer name,6.0,mention beer,6
beer sport,2.0,crab beer,2.0,beer chip,3.0,sampler beer,6.0,beer snack,6
five beer,2.0,mustard beer,2.0,bf beer,3.0,far beer,6.0,beer dessert,6
beer soon,2.0,coke beer,2.0,casino beer,3.0,depend beer,6.0,beer hit,6
beer set,2.0,visit beer,2.0,corona beer,3.0,stuck beer,6.0,egg beer,6
beer name,2.0,par beer,2.0,beer ice,3.0,beer bust,6.0,beer grub,6
happen beer,2.0,beer excit,2.0,beer wash,3.0,beer oh,6.0,phenomen beer,6
