beer1,beer1freq,beer2,beer2freq,beer3,beer3freq,beer4,beer4freq,beer5,beer5freq
beer wait min,2.0,charg his beer,2.0,beer select server,3.0,varieti craft beer,5.0,place beer select,7
could anoth beer,2.0,hour beer good,2.0,beer select bad,3.0,craft beer lover,5.0,start beer chees,7
beer want notaddto,2.0,night nickel beer,2.0,burger beer special,3.0,beer would recommend,5.0,great beer cold,7
one beer order,2.0,beer way overpr,2.0,also serv beer,3.0,beer would come,5.0,amaz beer great,7
beer waitress said,2.0,beer beer pong,2.0,beer great food,3.0,beer fish chip,5.0,food awesom beer,7
wine beer ask,2.0,drink order beer,2.0,price beer select,3.0,beer glass wine,5.0,beer select like,7
beer chees bread,2.0,beer select fine,2.0,realli enjoy beer,3.0,beer pong play,5.0,drink good beer,7
batter beer batter,2.0,beer pong ball,2.0,good beer bar,3.0,beer realli like,5.0,beer ca wait,7
beer wait repli,2.0,beer great spot,2.0,tabl beer tap,3.0,cold beer great,5.0,beer brais short,7
beer serv warm,2.0,decent beer tap,2.0,good varieti beer,3.0,beer great atmospher,5.0,beer love this,7
ask beer list,2.0,beer mac chees,2.0,great beer good,3.0,beer blue moon,5.0,beer ca go,7
beer price list,2.0,want drink beer,2.0,sam adam beer,3.0,jenga giant beer,5.0,beer select outstand,7
beer bloodi mari,2.0,could tell beer,2.0,fish chip beer,3.0,enjoy beer select,5.0,beer select this,7
beer came back,2.0,want play beer,2.0,chip beer batter,3.0,beer want tri,5.0,beer select impress,7
want order beer,2.0,game drink beer,2.0,noth special beer,3.0,beer cider tap,5.0,make ginger beer,7
place cheap beer,2.0,beer probabl best,2.0,special beer select,3.0,better beer select,5.0,bb burger beer,7
beer good servic,2.0,draft beer also,2.0,husband order beer,3.0,even beer pong,5.0,taco beer batter,7
minut ask beer,2.0,beer bar has,2.0,servic great beer,3.0,beer select includ,5.0,huge beer pong,6
ask beer oh,2.0,like beer select,2.0,get coupl beer,3.0,cold beer nice,5.0,liquor wine beer,6
order beer tap,2.0,beer select suck,2.0,craft beer tast,3.0,beer nice atmospher,5.0,beer pretti cheap,6
beer way way,2.0,got free beer,2.0,staff friend beer,3.0,beer select friend,5.0,craft beer choic,6
select beer wine,2.0,free beer check,2.0,wine beer list,3.0,nice craft beer,5.0,differ kind beer,6
draft beer wine,2.0,would come beer,2.0,one thing beer,3.0,order beer food,5.0,beer bar wait,6
order beer minut,2.0,beer select second,2.0,tri new beer,3.0,sat bar beer,5.0,reason price beer,6
min beer min,2.0,ask beer got,2.0,good beer food,3.0,good beer nice,5.0,drink beer eat,6
went order beer,2.0,drink expens beer,2.0,tri beer chees,3.0,beer nice cold,5.0,beer pong fun,6
order beer right,2.0,beer hard time,2.0,decent price beer,3.0,beer next time,5.0,beer tap server,6
beer decent price,2.0,comp us beer,2.0,bottl craft beer,3.0,lot differ beer,5.0,beer list food,6
ask time beer,2.0,draft beer happi,2.0,beer burger good,3.0,great beer wine,5.0,beer select realli,6
later beer show,2.0,need serv beer,2.0,non alcohol beer,3.0,let sampl beer,5.0,craft beer fan,6
beer select pretti,2.0,beer would recommend,2.0,beer las vega,3.0,select beer burger,5.0,beer pong cornhol,6
beer chees dip,2.0,bar serv beer,2.0,nickel beer night,3.0,bottl beer bar,5.0,great beer special,6
beer ice water,2.0,get beer shot,2.0,select beer liquor,3.0,beer select menu,5.0,notaddth notaddfood beer,6
one beer give,2.0,beer somewher els,2.0,ok beer offer,3.0,blue moon beer,5.0,top notch beer,6
beer give away,2.0,champagn tast beer,2.0,beer jack coke,3.0,fantast craft beer,5.0,great beer drink,6
price beer drink,2.0,tast beer budget,2.0,craft beer choic,3.0,beer tap went,5.0,drink great beer,6
order wine beer,2.0,drink first beer,2.0,beer select beer,3.0,spot great beer,5.0,extens list beer,6
plus tip beer,2.0,bar food beer,2.0,beer tap realli,3.0,atmospher beer select,5.0,beer cold servic,6
good thing beer,2.0,get bucket beer,2.0,local craft beer,3.0,cold draft beer,5.0,tri new beer,6
bar drink beer,2.0,fri pickl beer,2.0,coupl beer tap,3.0,draft beer well,5.0,beer tap includ,6
take beer shove,2.0,second round beer,2.0,point beer select,3.0,beer select drink,5.0,beer tap this,6
beer shove need,2.0,good beer food,2.0,fat tire beer,3.0,drink craft beer,5.0,place lot beer,6
bartend pour beer,2.0,beer tap bottl,2.0,good beer place,3.0,game great beer,5.0,beer around world,6
order tap beer,2.0,self servic beer,2.0,beer get beer,3.0,beer batter cod,5.0,delici beer select,6
beer no refil,2.0,end get beer,2.0,ok select beer,3.0,bar great beer,5.0,select beer good,6
beer pong bar,2.0,minut beer minut,2.0,craft beer choos,3.0,beer select would,5.0,beer tap could,6
beer beer pong,2.0,smoki casino beer,2.0,empti beer glass,3.0,select beer servic,5.0,craft beer ca,6
bottl beer food,2.0,cold beer would,2.0,place drink beer,3.0,realli great beer,5.0,beer ca find,6
get rid beer,2.0,good bottl beer,2.0,outdoor beer garden,3.0,beer fair price,5.0,select great beer,6
advertis free beer,2.0,price beer mix,2.0,michael root beer,3.0,beer hot dog,5.0,beer ca rememb,6
select beer whiskey,2.0,coupl beer one,2.0,bottl beer select,3.0,cook perfect beer,5.0,knowledg beer list,6
peopl drink beer,2.0,yes lot beer,2.0,place hang beer,3.0,beer list great,5.0,good beer choic,6
beer drink empti,2.0,beer play video,2.0,beer select bartend,3.0,got great beer,5.0,beer food good,6
coupl beer food,2.0,beer look menu,2.0,beer elli island,3.0,beer tap like,5.0,ton differ beer,6
beer ask could,2.0,beer think pretti,2.0,select beer great,3.0,bar food beer,5.0,beer good price,6
sinc elig beer,2.0,beer way price,2.0,price good beer,3.0,beer servic good,5.0,beer blue moon,6
elig beer manag,2.0,root beer soda,2.0,peopl like beer,3.0,bar order beer,5.0,beer nice place,6
beer manag ask,2.0,atmospher decent beer,2.0,good beer choic,3.0,cold beer good,5.0,let sampl beer,6
get beer price,2.0,beer select unfortun,2.0,pretzel beer chees,3.0,beer super cold,5.0,beer specialti cocktail,6
beer price xata,2.0,notaddat notaddal beer,2.0,make root beer,3.0,lot good beer,5.0,excel select beer,6
grab beer bar,2.0,craft beer beer,2.0,beer chees bacon,3.0,beer tap decent,5.0,craft beer avail,6
us wrong beer,2.0,sport bar beer,2.0,beer half price,3.0,love draft beer,5.0,like good beer,6
wrong beer wait,2.0,place beer great,2.0,grab coupl beer,3.0,beer select littl,5.0,good beer food,6
finish beer go,2.0,beer tap order,2.0,grab beer watch,3.0,beer definit back,5.0,beer good peopl,6
beer took min,2.0,select beer amaz,2.0,servic slow beer,3.0,beer ice cream,5.0,place beer tap,6
food drink beer,2.0,draft beer menu,2.0,draft beer good,3.0,want good beer,5.0,list craft beer,6
beer five minut,2.0,beer needless say,2.0,beer wine bar,3.0,good order beer,5.0,no draft beer,6
beer ask server,2.0,style beer this,2.0,taco draft beer,3.0,best beer ever,5.0,beer cold staff,6
bottl beer drink,2.0,beer this one,2.0,lot beer choic,3.0,vega great beer,5.0,beer select delici,6
advertis nickel beer,2.0,beer finish notaddit,2.0,beer tap food,3.0,bar lot beer,5.0,burger good beer,6
love good beer,2.0,grab beer eat,2.0,draft beer wine,3.0,beer made site,5.0,food beer great,6
get drink beer,2.0,cheap beer like,2.0,beer select happi,3.0,beer alway cold,5.0,coupl beer tap,6
get beer no,2.0,beer pull pork,2.0,differ type beer,3.0,home brew beer,5.0,select beer cocktail,6
beer pong tournament,2.0,beer tri ipa,2.0,like beer select,3.0,drink beer menu,5.0,staff good beer,6
take beer bill,2.0,beer select poor,2.0,food beer good,3.0,beer menu extens,5.0,place get beer,6
drank one beer,2.0,bar draft beer,2.0,look good beer,3.0,beer select bottl,5.0,beer food amaz,6
would drink beer,2.0,walk around beer,2.0,select beer around,3.0,beer list well,5.0,beer cold food,6
beer bad servic,2.0,around beer hand,2.0,place beer select,3.0,great burger beer,5.0,beer menu also,6
beer special said,2.0,get beer bar,2.0,hous craft beer,3.0,drink wine beer,5.0,beer el heff,6
order beer said,2.0,dream beer budget,2.0,beer nice cold,3.0,local brew beer,5.0,beer brew hous,6
beer least put,2.0,beer small bottl,2.0,select beer price,3.0,beer tap pretti,5.0,great atmospher beer,6
us bucket beer,2.0,drink beer place,2.0,beer select atmospher,3.0,good varieti beer,5.0,beer this one,6
peopl play beer,2.0,green beer corn,2.0,beer tap choos,3.0,delici beer select,5.0,beer staff friend,6
drink lot beer,2.0,beer corn beef,2.0,bar beer tap,3.0,craft beer cocktail,5.0,beer select bartend,6
beer tap ask,2.0,servic horribl beer,2.0,beer would call,3.0,beer even better,5.0,hous brew beer,6
place great beer,2.0,way get beer,2.0,beer tap pretti,3.0,good cold beer,5.0,craft beer scene,6
drink beer pong,2.0,draft beer cold,2.0,friend enjoy beer,3.0,friend order beer,5.0,cooki root beer,6
beer wait anoth,2.0,decid order beer,2.0,great food beer,3.0,craft beer food,5.0,order root beer,6
beer min later,2.0,burger beer this,2.0,beer cool place,3.0,beer go back,5.0,beer float cooki,6
get beer set,2.0,bar get beer,2.0,beer select like,3.0,ton craft beer,5.0,spot great beer,6
friend get beer,2.0,get beer would,2.0,beer price reason,3.0,craft beer offer,5.0,pair well beer,6
brother order beer,2.0,beer everi time,2.0,beer great deal,3.0,ton beer choos,5.0,beer great love,6
nope one beer,2.0,beer order food,2.0,menu beer tap,3.0,beer peopl watch,5.0,grab cold beer,6
luke warm beer,2.0,got two beer,2.0,time order beer,3.0,food beer tap,5.0,beer select perfect,6
also serv beer,2.0,low end beer,2.0,game grab beer,3.0,differ kind beer,5.0,food beer tap,6
beer snob like,2.0,got bill beer,2.0,beer select staff,3.0,beer high recommend,5.0,home brew beer,6
stay one beer,2.0,beer list could,2.0,beer brew site,3.0,beer first time,5.0,prime rib beer,6
lot differ beer,2.0,wide select beer,2.0,cheap beer cheap,3.0,beer chees pretzel,5.0,micro brew beer,6
order beer pour,2.0,get one beer,2.0,domest draft beer,3.0,beer tap full,5.0,order beer sampler,5
wrong order beer,2.0,beer would come,2.0,would order beer,3.0,beer footbal game,5.0,connect four beer,5
amaz select beer,2.0,special draft beer,2.0,beer wine list,3.0,craft beer this,5.0,four beer pong,5
pretzel beer chees,2.0,huge select beer,2.0,beer batter avocado,3.0,beer tap also,5.0,price craft beer,5
beer come glass,2.0,beer select amaz,2.0,food craft beer,3.0,one best beer,5.0,drink beer wine,5
inquir beer select,2.0,beer took minut,2.0,beer select go,3.0,beer second get,5.0,rotat craft beer,5
ice tea beer,2.0,beer select this,2.0,beer park locat,3.0,lot beer choos,5.0,select beer definit,5
almost empti beer,2.0,beer minut later,2.0,hous brew beer,3.0,beer half price,5.0,varieti craft beer,5
beer order brought,2.0,draft beer glass,2.0,beer good valu,3.0,beer menu pretti,5.0,wine beer tap,5
this beer joint,2.0,notaddher beer select,2.0,beer brew right,3.0,got beer flight,5.0,beer select extens,5
ask anoth beer,2.0,beer extens list,2.0,beer cold glass,2.0,burger good beer,5.0,beer chip salsa,5
beer tap order,2.0,decent beer list,2.0,bar busi beer,2.0,specialti cocktail beer,5.0,beer make sure,5
play order beer,2.0,beer howev two,2.0,beer tap ice,2.0,tri root beer,5.0,beer soft drink,5
beer batter fish,2.0,get cheap beer,2.0,beer glass small,2.0,staff cold beer,5.0,alway great beer,5
ask one beer,2.0,beer select even,2.0,cold beer fair,2.0,tan beer batter,5.0,select beer love,5
free food beer,2.0,beer anyth els,2.0,import draft beer,2.0,imperi taco beer,5.0,beer wine tap,5
beer minut later,2.0,order beer food,2.0,serv draft beer,2.0,beer elli island,5.0,beer could ask,5
take beer order,2.0,beer food arriv,2.0,craft beer menu,2.0,pool beer pong,4.0,made ginger beer,5
beer order got,2.0,draft beer one,2.0,beer menu see,2.0,beer pong four,4.0,pretti good beer,5
come grab beer,2.0,order hubbi beer,2.0,howev beer select,2.0,beer list good,4.0,great beer choic,5
draft beer first,2.0,hubbi beer want,2.0,pretti much beer,2.0,tri good beer,4.0,even beer pong,5
come order beer,2.0,beer want also,2.0,beer pong corn,2.0,husband order beer,4.0,draft beer wine,5
took order beer,2.0,would drink beer,2.0,drink beer get,2.0,select beer would,4.0,beer wine cocktail,5
beer went bar,2.0,select beer get,2.0,bloodi mari beermosa,2.0,beer food special,4.0,husband love beer,5
plastic cup beer,2.0,beer serv plastic,2.0,larger beer select,2.0,choic beer tap,4.0,beer select phenomen,5
could order beer,2.0,beer select order,2.0,beer select pint,2.0,order pitcher beer,4.0,beer next time,5
no draft beer,2.0,four beer ask,2.0,like tri beer,2.0,time beer select,4.0,great beer good,5
beer high price,2.0,beer great bartend,2.0,jenga beer pong,2.0,board beer pong,4.0,beer free beer,5
coupl beer appet,2.0,place craft beer,2.0,great beer wine,2.0,beer oz glass,4.0,hard find beer,5
get beer sit,2.0,two differ beer,2.0,portion small beer,2.0,mani differ beer,4.0,cocktail craft beer,5
diner order beer,2.0,drink one beer,2.0,place like beer,2.0,got coupl beer,4.0,knowledg beer select,5
order beer went,2.0,hour beer charg,2.0,drink lot beer,2.0,giant jenga beer,4.0,cocktail beer list,5
beer wait wait,2.0,good quick beer,2.0,beer order drink,2.0,beer pong also,4.0,fantast craft beer,5
know noth beer,2.0,bar finish beer,2.0,craft beer person,2.0,select beer enjoy,4.0,amaz great beer,5
dos equi beer,2.0,finish beer still,2.0,seat order beer,2.0,go great beer,4.0,larg varieti beer,5
beer buy one,2.0,notaddth notaddfood beer,2.0,beer pretti cheap,2.0,select beer make,4.0,atmospher good beer,5
order beer coke,2.0,beer select solid,2.0,tap beer tap,2.0,beer drink food,4.0,time great beer,5
day old beer,2.0,order beer arriv,2.0,need extra beer,2.0,beer select one,4.0,beer select server,5
food beer cold,2.0,beer select would,2.0,extra beer two,2.0,beer select wonder,4.0,place come beer,5
domest beer expens,2.0,beer price go,2.0,beer two put,2.0,order beer wine,4.0,cold beer get,5
beer took forev,2.0,beer much better,2.0,realli cold beer,2.0,beer bloodi mari,4.0,beer play video,5
beer minut ask,2.0,bottl beer better,2.0,beer menu also,2.0,menu beer menu,4.0,stellar beer select,5
order beer saw,2.0,beer want someth,2.0,beer pong thing,2.0,bar coupl beer,4.0,beer this spot,5
went get beer,2.0,anoth minut beer,2.0,anoth bottl beer,2.0,great price beer,4.0,go great beer,5
busi order beer,2.0,craft beer tap,2.0,pool tabl beer,2.0,beer everi time,4.0,cheap beer good,5
later no beer,2.0,beer no longer,2.0,tabl beer pong,2.0,cold glass beer,4.0,beer select back,5
order beer flight,2.0,beer order no,2.0,game also beer,2.0,beer select ok,4.0,order draft beer,5
beer order two,2.0,food great beer,2.0,wine good beer,2.0,select good beer,4.0,beer realli enjoy,5
huge beer select,2.0,beer half price,2.0,beer select best,2.0,beer pong fun,4.0,servic food beer,5
beer edg tabl,2.0,pay beer actual,2.0,beer select waiter,2.0,beer must tri,4.0,vodka ginger beer,5
order local beer,2.0,like beer like,2.0,great decent beer,2.0,beer select extens,4.0,enjoy cold beer,5
still no beer,2.0,check beer menu,2.0,menu food beer,2.0,great local beer,4.0,come craft beer,5
got bill beer,2.0,local beer recommend,2.0,beer order burger,2.0,atmospher good beer,4.0,love food beer,5
no thank beer,2.0,beer list nice,2.0,beer select better,2.0,fun play beer,4.0,beer this time,5
beer shot jameson,2.0,ton beer tap,2.0,coupl beer one,2.0,beer select quit,4.0,craft beer choos,5
ask decid beer,2.0,solid beer select,2.0,free beer brought,2.0,mani craft beer,4.0,great local beer,5
decid beer alreadi,2.0,nice varieti beer,2.0,differ beer usual,2.0,decent beer list,4.0,beer draft bottl,5
beer alreadi serv,2.0,beer ca give,2.0,beer servic good,2.0,love good beer,4.0,also serv beer,5
bud light beer,2.0,lot beer this,2.0,beer select left,2.0,draught beer select,4.0,bar coupl beer,5
anoth type beer,2.0,high price beer,2.0,blue moon beer,2.0,beer littl expens,4.0,beer select love,5
came back beer,2.0,thing beer special,2.0,like see beer,2.0,order one beer,4.0,best beer vega,5
love select beer,2.0,tabl beer select,2.0,domest beer price,2.0,vega craft beer,4.0,atmospher great beer,5
star beer select,2.0,atmospher great beer,2.0,pizza beer noth,2.0,beer live music,4.0,bloodi mari beer,5
half hour beer,2.0,great beer great,2.0,two beer time,2.0,craft beer bottl,4.0,select beer servic,5
get cheap beer,2.0,place great beer,2.0,beer menu chang,2.0,beer select point,4.0,cold beer hot,5
order beer get,2.0,extens beer menu,2.0,total bill beer,2.0,draft craft beer,4.0,beer select huge,5
beer select great,2.0,ask beer select,2.0,hit miss beer,2.0,made ginger beer,4.0,beer wine well,5
lot great beer,2.0,fill beer glass,2.0,price decent beer,2.0,beer special good,4.0,new favorit beer,5
select beer tap,2.0,side beer select,2.0,beer list includ,2.0,draft beer list,4.0,craft beer bottl,5
